campaign_name,ad_group_name,rsa_variant,final_url,asset_type,text,pinned_position
01_Core_Exact_NY,Cost-Price,controlled,https://www.nypllc.com/order,description,"NY PLLC formation: NYSED approval, DOS filing, publication, EIN & OA. $885 flat.",
01_Core_Exact_NY,Cost-Price,controlled,https://www.nypllc.com/order,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
01_Core_Exact_NY,Cost-Price,controlled,https://www.nypllc.com/order,description,Specialists who only do New York professional entities. No hourly attorney fees.,
01_Core_Exact_NY,Cost-Price,controlled,https://www.nypllc.com/order,description,"Includes registered agent year one, EIN, operating agreement & certificate of publication.",
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,NY PLLC Formation – $885 Flat,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Flat Fee — No Hidden Costs,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Everything Included. One Fee,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Publication Included,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,EIN & Operating Agreement Inc,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Registered Agent Yr 1 Free,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,NYSED & DOS Filing Handled,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Thousands of NY Entities,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Start Your NY PLLC This Week,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,120-Day Publication Managed,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Deficiency Handling Included,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,S Corp Election Available,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Rated 5 Stars on Google,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,Talk to a PLLC Specialist,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,headline,"Your PLLC, Filed Right",
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,description,"NY PLLC formation: NYSED approval, DOS filing, publication, EIN & OA. $885 flat.",
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,description,Specialists who only do New York professional entities. No hourly attorney fees.,
01_Core_Exact_NY,Cost-Price,unpinned,https://www.nypllc.com/order,description,"Includes registered agent year one, EIN, operating agreement & certificate of publication.",
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,NY PLLC Formation – $885 Flat,1
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Talk to a PLLC Specialist,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Rated 5 Stars on Google,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,NY Professional Entity Pros,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,We Handle the NYSED Process,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Everything Included. One Fee,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Licensed Pro? Form Your PLLC,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Thousands of NY Entities,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,NYSED & DOS Filing Handled,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Publication Included,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Flat Fee — No Hidden Costs,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Start Your NY PLLC This Week,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Done-For-You OP Packet,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,"Your PLLC, Filed Right",
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,headline,Deficiency Handling Included,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,description,"NY PLLC formation: NYSED approval, DOS filing, publication, EIN & OA. $885 flat.",
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,description,Specialists who only do New York professional entities. No hourly attorney fees.,
01_Core_Exact_NY,Brand,controlled,https://www.nypllc.com/,description,"Includes registered agent year one, EIN, operating agreement & certificate of publication.",
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,NY PLLC Formation – $885 Flat,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Talk to a PLLC Specialist,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Rated 5 Stars on Google,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,NY Professional Entity Pros,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,We Handle the NYSED Process,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Everything Included. One Fee,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Licensed Pro? Form Your PLLC,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Thousands of NY Entities,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,NYSED & DOS Filing Handled,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Publication Included,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Flat Fee — No Hidden Costs,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Start Your NY PLLC This Week,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Done-For-You OP Packet,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,"Your PLLC, Filed Right",
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,headline,Deficiency Handling Included,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,description,"NY PLLC formation: NYSED approval, DOS filing, publication, EIN & OA. $885 flat.",
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,description,Specialists who only do New York professional entities. No hourly attorney fees.,
01_Core_Exact_NY,Brand,unpinned,https://www.nypllc.com/,description,"Includes registered agent year one, EIN, operating agreement & certificate of publication.",
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,PLLC for NY Therapists—$885,1
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,LCSW & LMHC PLLC Experts,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,NYSED OP Handled for You,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Publication & EIN Included,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Start Your Private Practice,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Built for Private Practice,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,NY PLLC Formation – $885 Flat,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Everything Included. One Fee,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Registered Agent Yr 1 Free,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Flat Fee — No Hidden Costs,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,We Handle the NYSED Process,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Rated 5 Stars on Google,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,headline,Deficiency Handling Included,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,description,"PLLC for NY therapists: NYSED approval, DOS filing, publication & EIN. $885 flat.",
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,description,Join 70+ NY therapists & counselors who formed with us. Licensed-pro specialists.,
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
02_Professions_NY,Therapists-LCSW,controlled,https://www.nypllc.com/professions/lcsw,description,"Flat $885 covers state fees, publication, EIN and your operating agreement. Start today.",
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,PLLC for NY Therapists—$885,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,LCSW & LMHC PLLC Experts,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,NYSED OP Handled for You,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Publication & EIN Included,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Start Your Private Practice,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Built for Private Practice,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,NY PLLC Formation – $885 Flat,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Everything Included. One Fee,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Registered Agent Yr 1 Free,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Flat Fee — No Hidden Costs,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,We Handle the NYSED Process,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Rated 5 Stars on Google,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,headline,Deficiency Handling Included,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,description,"PLLC for NY therapists: NYSED approval, DOS filing, publication & EIN. $885 flat.",
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,description,Join 70+ NY therapists & counselors who formed with us. Licensed-pro specialists.,
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
02_Professions_NY,Therapists-LCSW,unpinned,https://www.nypllc.com/professions/lcsw,description,"Flat $885 covers state fees, publication, EIN and your operating agreement. Start today.",
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,PLLC for NY Counselors—$885,1
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,LMHC & MHC PLLC Experts,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,NYSED OP Handled for You,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Publication & EIN Included,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Start Your Private Practice,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Built for Private Practice,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,NY PLLC Formation – $885 Flat,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Everything Included. One Fee,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Registered Agent Yr 1 Free,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Flat Fee — No Hidden Costs,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,We Handle the NYSED Process,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Rated 5 Stars on Google,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,headline,Deficiency Handling Included,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,description,"PLLC for NY counselors: NYSED approval, DOS filing, publication & EIN. $885 flat.",
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,description,Join 70+ NY therapists & counselors who formed with us. Licensed-pro specialists.,
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,description,"We prepare your NYSED packet, file with the DOS, and manage publication. One flat fee.",
02_Professions_NY,MHC-LMHC,controlled,https://www.nypllc.com/professions/mhc,description,"Flat $885 covers state fees, publication, EIN and your operating agreement. Start today.",
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,PLLC for NY Counselors—$885,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,LMHC & MHC PLLC Experts,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,NYSED OP Handled for You,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Publication & EIN Included,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Start Your Private Practice,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Built for Private Practice,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,NY PLLC Formation – $885 Flat,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Everything Included. One Fee,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Registered Agent Yr 1 Free,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Flat Fee — No Hidden Costs,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,We Handle the NYSED Process,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Rated 5 Stars on Google,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,headline,Deficiency Handling Included,
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,description,"PLLC for NY counselors: NYSED approval, DOS filing, publication & EIN. $885 flat.",
02_Professions_NY,MHC-LMHC,unpinned,https://www.nypllc.com/professions/mhc,description,Join 70+ NY therapists & counselors who formed with us. Licensed-pro specialists.,
