Search keyword
"October 22, 2025 - April 23, 2026"
Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Day,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-10,8,122,6.56%,11.59,92.74,17.02%,80.85%,2.00,0,46.37,25.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-18,8,104,7.69%,9.50,76.00,22.37%,84.21%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-15,8,61,13.11%,5.48,43.81,22.73%,79.55%,1.00,0,43.81,12.50%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-09,7,41,17.07%,6.70,46.93,23.33%,76.67%,1.00,0,46.93,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-11,7,68,10.29%,8.21,57.45,12.28%,84.21%,1.00,0,57.45,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-26,7,231,3.03%,7.02,49.15,38.31%,80.52%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-11,7,95,7.37%,8.28,57.98,5.56%,73.61%,1.00,0,57.98,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-19,7,179,3.91%,8.48,59.33,22.22%,74.60%,1.00,0,59.33,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-26,7,96,7.29%,6.20,43.40,21.13%,71.83%,1.00,0,43.40,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-27,7,84,8.33%,8.30,58.13,17.19%,82.81%,1.00,0,58.13,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-01,7,145,4.83%,5.10,35.67,15.60%,63.30%,1.00,0,35.67,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-02,7,182,3.85%,4.44,31.06,18.46%,73.08%,1.00,0,31.06,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-04,7,76,9.21%,4.89,34.24,14.04%,82.46%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-23,7,70,10.00%,8.22,57.53,15.38%,82.69%,1.00,0,57.53,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-29,7,70,10.00%,6.41,44.84,17.86%,82.14%,1.00,0,44.84,14.29%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-22,7,175,4.00%,7.52,52.65,16.00%,79.20%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-08,6,162,3.70%,5.74,34.44,13.08%,81.54%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-12,6,75,8.00%,4.91,29.47,6.90%,77.59%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-20,6,91,6.59%,8.46,50.75,26.87%,89.55%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-24,6,101,5.94%,8.24,49.47,20.55%,80.82%,2.00,0,24.73,33.33%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-25,6,113,5.31%,8.87,53.20,8.89%,83.33%,1.00,0,53.20,16.67%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-27,6,74,8.11%,4.71,28.27,10.34%,81.03%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-01,6,119,5.04%,8.09,48.54,11.11%,77.78%,1.00,0,48.54,16.67%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-12,6,60,10.00%,13.08,78.49,18.00%,78.00%,1.00,0,78.49,16.67%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-19,6,118,5.08%,11.64,69.85,16.67%,96.43%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-19,6,32,18.75%,8.96,53.77,4.35%,82.61%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-03,6,28,21.43%,11.69,70.13,31.58%,84.21%,0.67,0,105.19,11.11%
lcsw new york pllc,Removed,removed; ad group removed,Broad match,Sales-Search-1,LCSW PLLC,USD,0,2026-01-07,5,44,11.36%,10.73,53.67,17.65%,50.00%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-27,5,68,7.35%,12.88,64.39,20.41%,75.51%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-13,5,37,13.51%,3.80,19.00,13.79%,82.76%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-21,5,97,5.15%,9.72,48.58,27.54%,81.16%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-15,5,40,12.50%,10.68,53.41,8.57%,85.71%,1.00,0,53.41,20.00%
pllc new york,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-06,5,69,7.25%,7.19,35.93,46.81%,76.60%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-20,5,25,20.00%,5.12,25.61,10.00%,75.00%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-22,5,10,50.00%,8.70,43.51,0.00%,85.71%,1.00,0,43.51,20.00%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-06,5,52,9.62%,29.76,148.81,23.81%,54.76%,1.00,0,148.81,20.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-09,5,13,38.46%,5.44,27.20,9.09%,90.91%,1.00,0,27.20,20.00%
forming a pllc in ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-05,5,10,50.00%,11.59,57.94,12.50%,75.00%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-20,5,38,13.16%,6.62,33.12,29.63%,81.48%,1.50,0,22.08,30.00%
lcsw new york pllc,Removed,removed; ad group removed,Broad match,Sales-Search-1,LCSW PLLC,USD,0,2025-11-07,4,150,2.67%,4.62,18.48,28.47%,63.19%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-05,4,60,6.67%,6.48,25.91,8.70%,86.96%,0.33,0,78.67,8.23%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-08,4,34,11.76%,8.01,32.03,4.00%,88.00%,1.00,0,32.03,25.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-10,4,60,6.67%,8.90,35.59,17.78%,84.44%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-16,4,38,10.53%,5.68,22.72,9.38%,81.25%,1.00,0,22.72,25.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-04,4,76,5.26%,4.72,18.88,4.92%,80.33%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-06,4,47,8.51%,7.05,28.19,15.79%,86.84%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-25,4,84,4.76%,7.46,29.84,25.00%,82.14%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-16,4,61,6.56%,8.18,32.70,9.62%,78.85%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-18,4,63,6.35%,6.54,26.15,4.00%,82.00%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-22,4,54,7.41%,6.13,24.51,13.64%,70.45%,2.00,0,12.26,50.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-03,4,98,4.08%,5.54,22.16,21.43%,74.29%,1.00,0,22.16,25.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-05,4,81,4.94%,9.32,37.27,21.82%,98.18%,1.50,0,24.85,37.50%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-13,4,56,7.14%,4.99,19.97,20.51%,79.49%,0.00,0,0,0.00%
pllc online,Paused,paused,Exact match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-30,4,6,66.67%,19.33,77.33,0.00%,83.33%,0.00,0,0,0.00%
pllc in new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-02,4,14,28.57%,3.53,14.11,10.00%,70.00%,0.00,0,0,0.00%
pllc in new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-04,4,9,44.44%,7.44,29.75,0.00%,100.00%,1.00,0,29.75,25.00%
nys pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-10,4,16,25.00%,14.86,59.45,0.00%,100.00%,0.00,0,0,0.00%
pllc in ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-19,4,14,28.57%,9.04,36.16,25.00%,87.50%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-15,4,23,17.39%,6.68,26.70,23.08%,76.92%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-27,4,16,25.00%,5.67,22.67,16.67%,66.67%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-24,4,13,30.77%,11.05,44.18,22.22%,77.78%,1.00,0,44.18,25.00%
pllc nys,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-20,4,13,30.77%,9.23,36.94,20.00%,80.00%,0.00,0,0,0.00%
lcsw new york pllc,Removed,removed; ad group removed,Broad match,Sales-Search-1,LCSW PLLC,USD,0,2026-01-05,3,31,9.68%,3.84,11.52,8.00%,36.00%,0.00,0,0,0.00%
llc new york,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-10-25,3,36,8.33%,1.92,5.75,11.11%,77.78%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-28,3,62,4.84%,3.59,10.78,15.56%,82.22%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-11-30,3,70,4.29%,1.23,3.70,17.54%,75.44%,1.00,0,3.70,33.33%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-14,3,52,5.77%,5.24,15.71,14.29%,69.05%,4.00,0,3.93,133.33%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2025-12-28,3,59,5.08%,4.71,14.12,14.29%,85.71%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-08,3,56,5.36%,11.15,33.44,15.38%,74.36%,0.00,0,0,0.00%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-13,3,26,11.54%,4.05,12.15,14.29%,80.95%,1.00,0,12.15,33.33%
pllc,Eligible,,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-28,3,60,5.00%,4.50,13.50,13.64%,88.64%,0.00,0,0,0.00%
pllc new york,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-07,3,58,5.17%,15.12,45.36,36.36%,59.09%,2.00,0,22.68,66.67%
forming a pllc,Paused,paused,Broad match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-09,3,40,7.50%,3.53,10.58,16.13%,77.42%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-27,3,23,13.04%,11.67,35.01,6.25%,75.00%,1.00,0,35.01,33.33%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-29,3,12,25.00%,10.91,32.74,0.00%,88.89%,1.00,0,32.74,33.33%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-30,3,18,16.67%,4.36,13.07,33.33%,100.00%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-02,3,20,15.00%,5.15,15.45,16.67%,91.67%,0.00,0,0,0.00%
pllc new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-04-20,3,6,50.00%,19.41,58.23,25.00%,100.00%,0.50,0,116.46,16.67%
ny pllc,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2026-01-08,3,49,6.12%,4.05,12.15,47.06%,67.65%,2.00,0,6.08,66.67%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-02,3,8,37.50%,8.42,25.25,33.33%,100.00%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-06,3,17,17.65%,3.64,10.91,7.14%,85.71%,0.00,0,0,0.00%
ny pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-30,3,10,30.00%,10.86,32.57,60.00%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-02,3,17,17.65%,6.41,19.22,23.08%,100.00%,0.00,0,0,0.00%
form a pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-12,3,26,11.54%,8.93,26.79,21.05%,100.00%,0.00,0,0,0.00%
pllc nys,Removed,removed,Broad match,Sales-Search-1,NY PLLC Formation,USD,0,2025-11-27,3,11,27.27%,12.85,38.54,22.22%,100.00%,0.00,0,0,0.00%
new york pllc formation,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-10,3,2,150.00%,12.51,37.54,0.00%,100.00%,1.00,0,37.54,33.33%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-12,3,11,27.27%,5.56,16.69,0.00%,81.82%,2.00,0,8.35,66.67%
ny pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-06,3,10,30.00%,3.21,9.64,12.50%,50.00%,0.00,0,0,0.00%
forming a pllc in ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-30,3,7,42.86%,5.38,16.13,0.00%,83.33%,0.00,0,0,0.00%
forming a pllc in ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-04,3,15,20.00%,8.78,26.33,7.69%,84.62%,0.00,0,0,0.00%
pllc in new york,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-03,3,6,50.00%,6.15,18.45,0.00%,83.33%,0.00,0,0,0.00%
pllc in ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-03-07,3,6,50.00%,3.87,11.60,0.00%,60.00%,0.00,0,0,0.00%
my pllc,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-01-27,3,9,33.33%,3.03,9.09,0.00%,87.50%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-04,3,22,13.64%,9.86,29.58,25.00%,81.25%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-10,3,20,15.00%,9.02,27.05,72.73%,100.00%,0.44,0,61.36,14.69%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-21,3,27,11.11%,10.87,32.62,55.56%,88.89%,0.00,0,0,0.00%
pllc ny,Eligible,,Phrase match,Sales-Search-1,NY PLLC Formation,USD,0.01,2026-02-27,3,18,16.67%,5.27,15.81,26.67%,66.67%,0.00,0,0,0.00%
